Date,Accident Type,Sector (others only),Cities,Highways,Killed,Injured,Reported Cause (detail),Cause Tags,Times Reported,Reported By,Time of Day,Victim Gender,Victim Age(s),Severity,First Reported,Last Updated,Headline,Headline (English),Link
2026-08-03,roadway,,Nagpur,,4,4,,,1,divyamarathi.bhaskar.com,,,,Fatal,2026-08-03,2026-08-03,"नागपूरच्या अंबाझरी रोडवर एसटी बस अन् दुधाच्या टेम्पोचा भीषण अपघात: 65 वर्षीय वृद्धाचा मृत्यू, 4 जण गंभीर जखमी - divyamarathi.bhaskar.com","Fatal accident between ST bus and Dudha Tempo on Nagpur's Ambazari Road: 65-year-old killed, 4 critically injured - divyamarathi.bhaskar.com",https://news.google.com/rss/articles/CBMizgFBVV95cUxQWWxicmdGRk5YWC0tVVdGSHdBYk1iNjVpeTllQktaQnhua3pxZzZtZnJYVy1HWjdqN2cxdXpMRlJNRHhkdXV1ZTl1eDQ0cU9jNnJEQUpOUHhuNVJ0UGU1TldBRUw3MW41d0JSVTZCdUJiZ2NGLTdGM0lDQXFWRU9VR2pfRXh1Q3I3aFpQUjNKSTVQMDhsZHpNSjYxaG00WEU1MFowQXBtbjZ2ZjBZQTBERUt2My1PalUyNnhGdDd0RFVkYWZyamJDNWsxajVJd9IB0wFBVV95cUxNSURfcW41QVpnejJSSEg5Sk9JYkhUT2pDTWlEX3BESjZQNWVISHREX1lmd0ZpQUNIZjAtZVI3UGdtakR3dkNjTDY5ZG1ieGdzZjhFcThkaHUycjhVRFdBWFQzSzdkMThhOUhrU2JhYjRPdGF6eU9fUDVTdjdJXzV0aGFCZGFaYWVQODVBMW1UTzdIUXk5V1JmWFk5SnVEWjVPcTVYM3BJS0RNblB0UkVXNFBydmVFRWU1UDVIeGRPUG5ZODN2SDl4dWhRbndFcVZnUVJr?oc=5
2026-08-03,roadway,,Rajasthan; Churu,,3,,,,1,theprint.in,,,,Fatal,2026-08-03,2026-08-03,2 sisters among 3 killed in road accident in Rajasthan’s Churu - theprint.in,2 sisters among 3 killed in road accident in Rajasthan’s Churu - theprint.in,https://news.google.com/rss/articles/CBMinAFBVV95cUxNMmM0SWowTENhU0hMZHNKR1prM0Z4YlMtVlc3Q3RGdTVDaEVtWGlOalVmZTR1dVk4bE0tRDMya0pYTGRRWnA5Y1NSbVNPbXFjT09BQXpNLTJnS21RTnJuX2ZjOW54VkhORS0wUHpXVGtkem5Ib2VOdktJeXoxRnRXcVBLangyYkpNV291ZmVNeXI4dnFmSE9FeTVOckTSAaIBQVVfeXFMTnAxQkFOV1VhTWpRUWtna1pVZ2dCVG1NbTJFV3ZrMjVGdDZYNEZZbnhzT19KOE5VNk04Tk13eVVrd3dlN0Q0dy1lUC13T3RDZzR4ejZKblRWMmZCZmtkU1pYRWY4cVRXZm5WazM1U0QxRDVyVU5pWmNGRk9lT3ZFRDVZWjk0V1RmR3gwNnQ5YnRZeWFvS1FXTWZ2N0pDamFqbE13?oc=5
2026-08-03,roadway,,Uttarakhand; Chandigarh; Dehradun,,,,structural_failure,structural failure,1,etvbharat.com,,,,Not stated,2026-08-03,2026-08-03,"हिमाचल-उत्तराखंड को जोड़ने वाला पुल ढहा, देहरादून-चंडीगढ़ हाईवे पर वन-वे हुआ ट्रैफिक - etvbharat.com","The bridge connecting Himachal-Uttarakhand collapsed, one-way traffic on Dehradun-Chandigarh highway - etvbharat.com",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPOTVFRUFtM29xQUhSU1JtY2pDUE9rRndpb1EzNHFqWjdsajlFTjA5dW1rZkZVVkwzb2lKMkE0V25DSTV5M254RE9sWmVsa2E0MUJBaVNmS1ZGNVdSSmppcE9sNExSQTJOSHlCV2ZNOUVwOHFucDhxV0dZOE52MnJTR1A5eFlvTE5zOXo4MXdXWjhMcG1qb0NzLVRzMG9zNjh3WjNzUnl5dXp5bXhqX1Z0SVR4QnFtVU16djhXYTU5VE1ER0dlTnJ6MnZOQUtaaEhXNVJEOXdFY1U3bVR1WWd0VWV6OThRRF9EU2F2blVmSXfSAfYBQVVfeXFMT2syNnptOElOYmN3cVI4Z0JPQ0JBYkRkeEM2aGd1Qk51a1pDZkR2b2NSdEZjQ055MlNqYWpKNzdOS0FpeVBmODJoenhKUmd5VjJUSl9heEJuSkczV1pWTUtDLTlYd0FJZ1djM0QtTmlJdDdsOWpBdjhlTzR4SUQwa0VUck4xeFl2MDlPalNBOTFLMGtaWkx6ZXFqbGdZQ2VUUXQwS1NUbEE5bjFRYU1rSkF6Z0t3QW5aQkZSM0ppS2d5b0pVYjZIUmVLTlR4Y044M3l4SmZPXzRfTTF3R0tSNkI3X2FqMjJ5LVBjdFdIRVBjcXY2dWFn?oc=5
2026-08-03,train,,,,,,,,1,tv9telugu.com,,,,Not stated,2026-08-03,2026-08-03,Train Fire Accident: నడుస్తున్న రైలుపై హైటెన్షన్ విద్యుత్ తీగ.. ఇంజిన్‌లో భారీ అగ్నిప్రమాదం.. ఎగిసి... - tv9telugu.com,Train Fire Accident: High tension electric wire on a running train.. Huge fire in the engine... - tv9telugu.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxQZGNua3dNaWVJNTVGblEzYWJXeE5kb0dYVGZyTjMzSWZFUEliNDB3UGo4c2tLaFJGY2MyQnNTNGZYTXJ3TFc4MkRTUzJlYXFCUjdwMEFfaWtyMjVnbmhYd1lEMVZlc0J6SWpTalItMm1lc2lDVXNwVTRNNjc5NHl5M21DSTY1UHY0Z3FmWnItT3pQQWQ4RG0tTjNha1YzaGdVTlVMalpNRG5SV3VQYkptS1lIZVE4M3FxTER0b19ob9IBxAFBVV95cUxPY0JaSGIxRVZjMERVSEVWWXc5UjNLS2tsRjhPS1BfdGJNWm5rUkp3NWFrcTZ6aThwWXg4U2JzMG9pWFlMdTNHMEl0ekhfLXVUeFNLRWcwMDVVWUU5bkJkWEhwaTZXLU1wUGFMMnNOUTJVRTlXN3hBeXhzSUlEeG1vYWlFXzgzNE90aFUyRjlRVmhOajhaWG5vZHBISi1MMFZlYzY4eFhRZmt4T2dRZnUydnc3dTctbTJub295eThqX1dWTUxR?oc=5
2026-08-03,train,,Saharsa,,,,fire_short_circuit,fire short circuit,1,10TV Telugu,,,,Not stated,2026-08-03,2026-08-03,"Saharsa Train Fire Incident: ప్యాసింజర్ రైలులో అగ్నిప్రమాదం.. మంటల్లో పూర్తిగా దగ్దమైన బోగీ.. క్షణాల్లో స్పందించిన సిబ్బంది, తప్పిన పెను ప్రమాదం - 10TV Telugu","Saharsa Train Fire Incident: Fire broke out in the passenger train.. The bogie was fully engulfed in flames.. The crew responded in moments, missed a big accident - 10TV Telugu 10TV Telugu",https://news.google.com/rss/articles/CBMitgFBVV95cUxNY0JWbi1ad0p1LS1KRkJDUjB2Ymo5X0VCcmVkR0ViVzRxYkdZYUFQN2wzZkYwQnVST3QteXZJUGtLckxjQnhGQnFLWUlrSUl3cU1OU1EyLTRuQVNrejZ3V2NUV0M4b2hIelE4dTFqaGlmWk8zMkI0a0h0VXBYMUdHUzNYWWUxdUJ6b2J5WllybXhGbWZMZVJxaW0xWWZSSXBNS1hGc2ZMamh1MHh1VkVuVFNad2xUQdIBtgFBVV95cUxNY0JWbi1ad0p1LS1KRkJDUjB2Ymo5X0VCcmVkR0ViVzRxYkdZYUFQN2wzZkYwQnVST3QteXZJUGtLckxjQnhGQnFLWUlrSUl3cU1OU1EyLTRuQVNrejZ3V2NUV0M4b2hIelE4dTFqaGlmWk8zMkI0a0h0VXBYMUdHUzNYWWUxdUJ6b2J5WllybXhGbWZMZVJxaW0xWWZSSXBNS1hGc2ZMamh1MHh1VkVuVFNad2xUQQ?oc=5
2026-08-03,roadway,,,,,,,,1,etvbharat.com,,,,Not stated,2026-08-03,2026-08-03,നെല്ലിയാമ്പതി ബസ് അപകടം: കാരണം പരിശോധിക്കാൻ പോസ്റ്റ് ക്രാഷ് അനാലിസിസ് നടത്തുമെന്ന് സിപി ജോൺ - etvbharat.com,Nelliampathi bus accident: CP John to conduct post-crash analysis to ascertain cause - etvbharat.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxOb3ZadVBRbnV2dnRYczNxTHU1VngycFFRQ0tjd2RaRGY4ZGFFTER6TlpHd25CdUpmd0MwRnR5bFdhM3hYWG1xb2pDbWpzaGlIemFFelVodjRfalpSTE8yS2VwNDNVRkg3ekpNTy1IazBUMFJRVjlteExvdmVobmoteDEtRTJSb0tfc1BOMVl5TmdCdC0zaEc2VHcxTUt1Ym9zYUl6ejI1WV9FTWpnVTlkYmR1Q2xDNGPSAbwBQVVfeXFMTUkxeWlFaTI4SHJ2WjlsU0RoRXNpSHJVd2lPMEhaN0N0Wk80N01pbzRkRDR4M3VEbnJESTVGUk52WnVDejJ3dXI1LTVGQjR2cEZ2SWpOWVNxLTZJRUJDenB2Q2M2ZUhaUkNvWTgxWVBhN0ZPbjZGVG5CdGwzaFNtZU9NWWIzajJ1eUgxR3FYWktMZzhqZ1RvUEpoVVdFUUh1bFBRc293a3lIRlB5RVc4c3M2OFpxZzFvVWZnR3o?oc=5
2026-08-03,roadway,,Nelliampathi,,,,lost_control; hit_tree_pole,lost control; hit tree pole,1,Mangalam,,,,Not stated,2026-08-03,2026-08-03,നെല്ലിയാമ്പതിയില്‍ ബസ് അപകടം: വഴിയില്‍ തെന്നിമാറി മരത്തിലിടിച്ചു നിന്നു ; തെറിച്ചുവീണ യാത്രക്കാരിക്ക് ദാരുണാന്ത്യം - Mangalam,Bus accident in Nelliampathi: It skidded on the road and hit a tree; Tragic end for stranded passenger - Mangalam,https://news.google.com/rss/articles/CBMilAFBVV95cUxPdk10VzN1ZjNZbC15VXFjMmI3em5lVENqTm1ueW5pUG9JZWlFV3VmUVpkMkozenhWWWVmN1ZNOXNDOGFiOVplcjhvQVZVQmZZdkhXLXVoSDdQcVBJREY4YTZ1R1lQU3g2cVZfSnB3emluQU1jd0hhcllpYXdXUE5pcDRLb3EySHdRWkhDb0V5Ui1kZXlG?oc=5
2026-08-03,train,,Bihar,,,,fire_short_circuit,fire short circuit,3,DinaMani; hmtvlive.com; maalaimalar.com,,,,Not stated,2026-08-03,2026-08-03,Bihar Train Fire : స్టేషన్‌లోనే రైలు బోగీకి మంటలు.. పూర్తిగా దగ్ధం..! - hmtvlive.com,Bihar Train Fire : The train bogie caught fire inside the station.. completely burnt..! - hmtvlive.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxOeDcxbWZ1UDA4YUNySlJWZDhVNVhybUxIeWRYS1VFaEJaQk1pWnFod0xfbzM5RTNIZ083SW9HaGpDUXlxQkhyamVybi1GODRJN1MyTmpFUGZRcVhpY1ZrQ0szYWtJS0RxVC1BZnAzUUFxQ1pBNlUxblFnUGN6ZnUxc0lBc0MyU21peENha3A0amzSAZYBQVVfeXFMT0k3VzBDYUJ5NC1QTlpyV1BWYWZjQks2OUdJdHAwX1V4RW96V2JNVzdfUEY5OXFHVV9vRjlLRUtpeFA1TlFIV0dobzJ3LWJHVWFZRFZtNGttVGFVcDNFSEI5TWthaEJMbThRYkkyMloxRWxOSWhNWS00LTJ5c25VMWRaS1NucUV2NDdsRk90emF3SXVfT2dn?oc=5
2026-08-03,others,unspecified,Bhiwandi,,,,,pothole bad road,1,Loksatta,,,,Not stated,2026-08-03,2026-08-03,भिवंडीत महिलेचा अपघाती मृत्यू; खड्ड्यामुळे अपघात झाल्याच्या तक्रारी - Loksatta,Accidental death of woman in Bhiwandi; Complaints about accidents caused by potholes - Loksatta,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNbC16TnZSX1BHeEUwZjhvMFNKYlR0UjdmWVRkVllDeDVsQ29PaVhRLVBpOU9WaVZUMEJZejhXd3dXQTNiTEdPMkgwUkFIUnBhRDJBc182WU9BYnRvOE1LVklnY0t0WUhqSFdaa3AxdWM2S3pvQ01lS3ZrRHlFbEc1SWxabk1UUVRfXy1qaUdrRHlieVhrd0VYbjFvVEdLdTBwTUZJVE5aQTJ2UFHSAbIBQVVfeXFMTWk5eFgyazhGeVJ1ZFZKc0lGUElGcXRFOTVzZWlraFQwV1RXLTZvZmNsNW9XdzdSZUdKeDN3Q092c0tPYzhPUUJ1dk9LWHVSYlg5bGlIbnpwZGNCUnd2ZHNSbUxuSDNkeC1udkVRajlienRDUmNGN3N0QW1nQmdrU0ZvM1laYVk5RVR2N1hPYnU1bi1DbTJZckd4X3MyQVJBYUhQVUh2RTRPLXRzVDZHbmFUUQ?oc=5
2026-08-03,others,unspecified,Chennai; Madurai,,4,,,,1,maalaimalar.com,,,,Fatal,2026-08-03,2026-08-03,மதுரை அருகே பயங்கர விபத்து - சென்னையை சேர்ந்த 4 பேர் உயிரிழப்பு - maalaimalar.com,Terrible accident near Madurai - 4 dead from Chennai - maalaimalar.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQV1VQVXlTOHdXM0dYemNDdnlnRVBmV1psUEdXYzNlTER1b0JHYWhoU1lEcG1DeExSVUxXMFJwZlpfU2dqVTZ1WEI3ek5xUmFLVFJCNlp3MU1mR2dGUEx1VEI3YVItalFNc1ZHZDV4TWYzU0xyOWpBUzJBVGpkOXZJQ9IBjgFBVV95cUxQS0o2YWU3MGk3c09XX2x6SjFpSHRUX1pyZkRKcnJXV01BU2ZNbkI5dXdpbEtOWng2MFV0bW5DQkhWM2tHYlIwVkpZa2lBbUNKbnpJc0lWWnJ3V2s0TXRPcVZyNzJHY3pGYWs4SXk5NWZMc1dpWjhMQlUxY2VFTlpGa3ZNbG5UMWRWSVFCbzJn?oc=5
2026-08-03,others,unspecified,Madurai,,5,,,head on collision,1,Daily Thanthi,,,,Fatal,2026-08-03,2026-08-03,மதுரை: 2 கார்கள் நேருக்கு நேர் மோதல்; 5 பேர் பலி - Daily Thanthi,Madurai: 2 cars head-on collision; 5 killed - Daily Thanthi,https://news.google.com/rss/articles/CBMikAFBVV95cUxOOW9QcV8zZjF4MWRJZGxoSkx6NGhNeGVxTURSaE0xazdBaEFQSWlHUjZXY2dHNWhueEFGS05KTHRzZ3FDLUtRcDhGbmQ0Wi1aTTloWVQ1Y29neUVNYzlacjRrSE9KSUNEckQ4OXRHQ2ZXZldlTDZLY3ducjNXTWdqM1lnTWhCazd3WHJpVTJ3d1_SAZ4BQVVfeXFMT21OenBzcVV2YVZUZXN1LVo4LXdtSXp2X0U2X3hDVEdXQWpTTE1rVnFIM3AwZ0xpR0RSVmM0RzNRTDVEcFBpN2lvQThzekFKXzVHcnZyYVFIZjNTM2NsVVdSb2dGS0ZsQ2djMW9DT1EwekhRcTk1eUZCZ3Rqd3B4WlZBYm1wMkNpTFZ2SjQ0UGZKcDYzZGhiQmVlWmJFRGc?oc=5
2026-08-03,old structure collapse,,,,,,,,1,thehindu.com,,,,Not stated,2026-08-03,2026-08-03,Falling walls: On building collapses - thehindu.com,Falling walls: On building collapses - thehindu.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxQdHpNTmdYMzJzN1pNR2dnaXVJME5uczVWWWRTYkptVlhUQXNhRFAzOXNtMlZMd2FmVTJQbkhvUWwtcEs5UjFTOVhVd0VuX3RhTjI3dG8tSldWc2xSSDJhXzNQR2xSRWVxOVhVTHotTXY0clhKLW5KZ1JkTDdkQURJSlZobjBsenlNbjlIV1NXRlF6R19aX1JXQ0ZtTGxpMVnSAaYBQVVfeXFMTkpwUklqVnJDYXZUb3E3ckdWMldOandheWx4WTE2RFFWQ0pqdEZlMUNucE41dG5sSXBHOXA4RVlnbGNuekt0UHpMMm5YWG0zTmtpZ043eVhqZUxIOEpHVEkxa0Q5RnQtTS1XeUFyZkxrdkNoR1lJNk12cS1hclpmakViSVBBME16RGpWRkFCSW9ZeXJfNXFTNkF0aXVzZGI0bUk1TjNjZw?oc=5
2026-08-03,old structure collapse,,Usmanpur,,,,,,1,રખેવાળ,,,,Not stated,2026-08-03,2026-08-03,"ઉસ્માનપુરમાં મકાનની છત ધરાશાયી; પતિ-પત્નીના મોત, પુત્ર આબાદ બચાવ - રખેવાળ","Roof of building collapsed in Usmanpur; Death of husband and wife, son abad Bacha - keeper",https://news.google.com/rss/articles/CBMiqwFBVV95cUxORjY4MlhNcG5wS2NhbjYzSE9fdnBVcm5hOE44NEpFbEtpRmp3Tk1WN2hGZURMYk1nUGI0bzhIX0lERDVnMkh0TzBHS2FlOGpRbzdCcGo2Wm8wNENKeUV5b1pEVkJMdkg3OFdMeVpRcEJVcHd6WGdTZ3VzSmtzTHUwM2xvLTFZeVNMR0g2SlRJVjQxY2Y3T0x1akFBQXNRaDl2eXZPRWtieTNOV2M?oc=5
2026-08-02,roadway,,,,,,,,1,Virakesari,,,,Not stated,2026-08-02,2026-08-02,"இடிந்து விழும் நிலையில் பாடசாலை கட்டிடம் ; அதிகாரிகள் எவ்வித நடவடிக்கைகளும் எடுக்கவில்லை - மாணவர்கள், பெற்றோர்கள் கவலை - Virakesari","The school building is collapsing; Authorities take no action - students, parents worry - Virakesari",https://news.google.com/rss/articles/CBMiUkFVX3lxTFB4R1hWSjljSlJ2UW93ZEI5ZHd6TmdyVjU5UDY2U0RmUDNCeDFlU29NN1h6eUlhSVhEazZrdmNIbmZxaFVYU3hiNi11S2N5cV9RYnc?oc=5
2026-08-02,roadway,,Coimbatore,,5,,,,2,Daily Thanthi; theprint.in,,,,Fatal,2026-08-02,2026-08-02,கோவை: லாரி மீது கார் மோதி கோர விபத்து - 5 பேர் பலி - Daily Thanthi,Coimbatore: Car collides with lorry in Gora accident - 5 killed - Daily Thanthi,https://news.google.com/rss/articles/CBMijAFBVV95cUxNb0QyT0RZSXF4N3dQN01xSHhjdmZVcVhxajVwU1VhTWxrODB4OGh0ck1IcFpqMnp3S1FQNVdxSTJPU0poQnBLTGV6c3RMNFNFczVZelF4UllyWXFEdXVqMVNodURyb0xPQlpZMUM4WkJISm1DRDUzY29TaE51MTFIcXpVd0JaOUtzZUVxVtIBmgFBVV95cUxNcWhyLUFnRjlISkR4RVZfc296UEVhNVZCVUxYWjhuSndrY2c3dG9xbm1KcmowYjliUVJSRnhuN1I5aHY3RmFSQUw4MWx4VG5RcFJIZjhQMUpQNjB3V3YyNXh4aTFuX0pWdUVEZFRwUDNJd09FNmtKWVdBSS1xemhIaVhDQjlIZjJsM2Z3aHViMGpieGtyVFRtSHRB?oc=5
2026-08-02,roadway,,,,,,,,1,Tamilwin,,,,Not stated,2026-08-02,2026-08-02,இடிந்து விழும் நிலையில் பாடசாலை கட்டிடம்: கண்டு கொள்ளாத அதிகாரிகள் - Tamilwin,Collapsing School Building: Officials Unaware - Tamilwin,https://news.google.com/rss/articles/CBMilAFBVV95cUxQbFVOdTNZTllmNW1tdndYMThDeHQtaVNhS0ZLVGVOdzExNWNtTE9XMzlmUWdWanJMYzFoSUg5b1VMTHFyR1Jib3Nhd20zVXNRVUdEdDZWbkJPS21aSWhHckl3Zzlja0pfTWV3VlJtbDZycEpnNGR3RU4xT3ZvUUhnai1ILWlPVXRQQ29HU1BZTVByNS05?oc=5
2026-08-02,roadway,,,,8,,,,1,Telegraph India,,,,Fatal,2026-08-02,2026-08-02,"Two schoolchildren, aged five and eight, killed after lorry rams vehicle on BT Road - Telegraph India","Two schoolchildren, aged five and eight, killed after lorry rams vehicle on BT Road - Telegraph India",https://news.google.com/rss/articles/CBMi8AFBVV95cUxQLWhVQUFWNnZ4dk9CSHBBbHlZclpmbzJZU0JGZ3Y2MFFFYjIxMXVZOVcxeFZheHVEQ0wyRXpzUnVRTkVxLTE0WUpvUHowVWJvTWRHMlJDWjlrc3NHY20zb1NkTF82R1BIREhtTEw3OExnRjV2U2x3bU1CcEhfb1MwX1YyOW95NzhqbjQ3MW1MUWVqR2F6eUxQTXRkWXpadmQzU3VGbVRpUmVMQlV5SFcxbFFYR2YwTnVBSGgtTkZLMmdZRkVsdk50blliMDNTdjlBalE2SXROeWp1RmFWUTFyaGFKYUFVOXBMYWxvS05uSkTSAfYBQVVfeXFMTkVmZllMb1NPVmtDTi1KSHVia0FnWjBRQWFNNnlJUVVnTjRnN21KNUdZMGdncThTWmZlM1JhaS1hTG16bEJ5S0MtV2xnZDhDZHdtTEpiVDhVYW9XV1FpOTNCZUJhZEcxaWgzUzIweThKOUtlQWZsUmdFUThrb1VCUmZfYjI4SDlqT1N5MnV5bFhOcnZGY1FDenI5TXk5cExDM2pMMGlQbFNEaGNseXJibFU4OXh3X3BMS0FnUl9RbHRfbl9HbnhMSkl5OGtpNDcwVm5tUTlCR3BScHY3WFJveHE4OHVUZ2NUN3FYcHNPejJwNVg2OWlB?oc=5
2026-08-02,old structure collapse,,Sirmaur; Shimla; Una,,,,structural_failure,structural failure,1,Dainik Bhaskar,,,,Not stated,2026-08-02,2026-08-02,"हिमाचल के 6 जिलों में भारी बारिश का ऑरेंज अलर्ट: सिरमौर में बाता पुल ढहा, निरमंड में स्कूल भवन क्षतिग्रस्त, ऊना में 57 मिमी बारिश - Shimla News - Dainik Bhaskar","Orange alert of heavy rain in 6 districts of Himachal: Bata bridge collapsed in Sirmaur, school building damaged in Nirmand, 57 mm rain in Una - Shimla News - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi4gFBVV95cUxOel83YldaMGxoNnB0LWRnSUozQ3gtTUotemNjenJsd05Wek9SYmhMQi1ldmcxRmNxWmJUb0RLLXFtcW1mazJaOVdhZUVHYXN5Ni1VT3pGYmJ0OVRBSjhOTXh6QjZiWGpPdUVCS2FkSW9MZVFoUWRTQ0JvS1FBQzQ3UFgwbzAwaG4xWlJhemYyODlMTkhMVjVVUHgzYVRydGVGdTJjZnh2cFplV3VaekwyX1d3d0ZHc0ZEeUlQYlY0b1Mwc2dfUGhweXMyMFdKSjAtODRDR2FKaGdTc2pUbmQwYXRB?oc=5
2026-08-02,roadway,,Chhattisgarh,,,,structural_failure,structural failure,1,Dainik Bhaskar,,,,Not stated,2026-08-02,2026-08-02,"बारिश से जर्जर-पुल दो हिस्सों में ढहा, चलती बस फंसी: पेंड्रा-अमरकंटक समेत कई शहरों का संपर्क टूटा, छत्तीसगढ... - Dainik Bhaskar","Dilapidated bridge collapsed in two due to rain, moving bus stuck: Connectivity of many cities including Pendra-Amarkantak lost, Chhattisgarh... - Dainik Bhaskar",https://news.google.com/rss/articles/CBMixgFBVV95cUxQcE9jOXBnSWp3R2VtQjZlZDBsdzRvRkk2aGpVSnJwSDRoazJ4NTd5b1daOUVPaXZCb09oekdTTVBqQUMxZUEtUHpydmwzR3M3RkNmeUdpVXBSS0xadmptZ3FMdUVyZGtMeGt2a0J1N0JOOGh5NGR6dUN4U2dlbWNWbW5VcXdvOEc3eFRlSjByRHI3THdTOWxoWTJlUWoxVnFRUTJGLUtGRTJpbjBkQVhid2ZtNUlMMUFSNmk3aFNKbzZFQWFfQUHSAcsBQVVfeXFMT0xHaF90T0JheWQ0NC1rejB0Q2NhdHg0UzdRU2ZaaWY4R3lzQXkxQ1JScEJHSnF3dG9QMExoTURpS3RSclVxZER4ay1HLXlhMXdJMFh1a0FzVGJJdm4zdWE1V3htOTViVjNNcFY1WGM0eG12bHVpX2tpR2FrbjgzVFZaU0FfbzluMUJraTFDd3BTZ28wbUs4aDJpeC1vcmJXSy1CMVVUVXJsWU00ajFuZ08xdTdWTjlGcGxhdnZsS3h1TnoyOERiMzJsMVk?oc=5
2026-08-02,roadway,,Etah,,1,6,,,1,India TV Hindi,,,,Fatal,2026-08-02,2026-08-02,"एटा में भीषण सड़क हादसा, ट्रक ने ट्रैक्टर-ट्रॉली को मारी टक्कर; 1 कांवड़िए की मौत और 6 घायल - India TV Hindi","Horrific road accident in Etah, truck collides with tractor-trolley; 1 Kanwariya killed and 6 injured - India TV Hindi",https://news.google.com/rss/articles/CBMizAFBVV95cUxNMHU3TWRqSTYwVHZ3WUw0NEZSRERPYkdzczhxeFliblloYVZ0OWpqMGxUOUlrdFMzd1ltSlZLMFBYbF9mOWJ2SmhZOVRMY1dNNEpEUTVrN3FSX3c0SnQtb0F6RUZEaC1lS1VmYVlIRnBXdXI1bHBUVTNIZk9tcWFfU2cyUHF3VVNtS3RBUWU3UVp0UmpXT3ZMZklONjJxV2kxcml6enBwRW5TZllGZUlQb0daNHZGUVVpOFoycURPVWdPVlpCbkxIbXJHVzXSAdIBQVVfeXFMTmZ2b3VUX3VFOUJxNXJRb0EzLTdDWlBaMDVic01seXVDaWVLcDF3ekZhcG16TkoyQzZmOWxjVjJYRGNERHBxNXVHS3hrcUdRT1ItRjd5Yl9oUmtfNWdPMjRtUnY2WUtKRFJycFcycDNoeFZYUHRrSHNMdjJLLWN0SmJLbm9pbmdpVmxoUUQ5Y1FUUlZsWkpEcE5RMzZ0WEZFZW9uS0x1emlHSmtfTDRxUHpWREJ6Z0RPTTd6Q3Zja0dJZm5HcVo4TWlNcUhjcHpHNEl3?oc=5
2026-08-02,roadway,,,,7,,,,1,Ei Samay,Day,,,Fatal,2026-08-02,2026-08-02,"সাতসকালে বাস উল্টে দুর্ঘটনা, মৃত্যু কন্ডাক্টারের - Ei Samay","Seven morning bus overturn accident, death of conductor - Ei Samay",https://news.google.com/rss/articles/CBMiyAFBVV95cUxPc0dqeG9qNzQ5dEhTQ1RoUEJCbENTdlVkOVNST0dWc3ZxWFFsX01aX0R4eGNobnNZTjhTM3JIeV9abkNsUUQyWk1qOFpXWm1DSzFkWUNKQjR1MlVSUzBXSm5JSUJUSHRwanpZRDRmMmRsVTBIdXpwSXh2V3NrSmZVR0pwVUhGMURIcGZQTzdZRlpvQmRwSEhiRkFSOE9POTBrWWVWRkYzTGlPenI2Rzg3akh4Ump5SERmdWw5cEM3bEJxQUU4UHFKVdIB1gFBVV95cUxOdDdmZXFDVXF5dWpjMW9zcG5pRk9hUFBveGRNejBYdFZndTByeTExYkNWTEtMQXRLTnJfMG9zYXhEWm1HM3lZOGZvZUlyUjg5N2YwajZUVWg5cjVsN1ZQRVFVUkYwUFlMb3ktRWIxQmN6Tk5IdjhFRFlPY0F1SjlkOXZCWHFuZVJNTXhSNmoyaFk5WjNhMUhyTnNURTROTVhRNXNQcEtuWS1KNmtPejcyRHktbGRtYWVUbU5Yc25RTkx0VFI1cXc4SFpDR3dVLVk3c2UxcTV3?oc=5
2026-08-02,roadway,,Mandirbazar,,,,,,1,Ei Samay,,,,Not stated,2026-08-02,2026-08-02,মন্দিরবাজারে বাস দুর্ঘটনা - Ei Samay,Bus accident in Mandirbazar - Ei Samay,https://news.google.com/rss/articles/CBMiugFBVV95cUxQbVB2dS1Jd0N3MDBxSm8xQTVMWlVBa3BMRW9jampxaFhxWjNwZnhtVFZlNEZQQUh2QmdsemI1TkxibXdtc2lkTGw2Q0xreEQ4OW9Kc2R1VE84MXNWNkhGTE9mUlRsVzJQeUJySzg1RzZxb0ZiNFk4ME84azljUXI0cVdFU0Q4dTJZT0Fwbmd2d2pLaDg2MEI0UmhFakNVMURXMW1vWmRxcl9zZlhBUmhZLUd6UlhVelV6eEHSAccBQVVfeXFMTlliYXNWZ2JHSUR0Wm9JbzVsc0YwaktDOGJkYWU3TFNTQmgycnRCWC10cTU2czJocEtfazNWRUNYUjZVTVR1T1Zhajd3N0JiTjUwMVNXRVZWY3ZpYVNXdGk2ejVWYnlxUUR5RXhKcEtfcjBWdURkbk1fTTVkZXNkWFBKZXd3dE1Hd2t5eGM4SktpLWppakFtS2hHczBqLUkzRnlabkJFYmZ4WFpjSlplLTh1dENmRG1LLUJoYXh0RmU3ZGkxZ20xOA?oc=5
